Date,Product Type,Marketplace,Cancelled,Returned,Sold,Royalty,Sold Types,Sold Sizes,Sold Colors,Front/Back Print
5/5/2024,SHIRT,FR,0,0,1,3.43,Men: 1,Medium: 1,Black: 1,back
5/5/2024,SHIRT,US,0,0,5,2.25,"Men: 3,Women: 1,Kids: 1","12: 1,Large: 1,2xl: 1,Xl: 1,3xl: 1","Black: 4,Olive: 1",front
5/5/2024,HOODIE,US,0,0,1,3.57,Unisex: 1,Medium: 1,Heather Grey: 1,front
5/5/2024,SHIRT,ES,0,0,1,3.01,Men: 1,Large: 1,White: 1,front
5/5/2024,PhoneCase,US,1,0,2,3.59,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
5/5/2024,SHIRT,US,0,0,1,2.67,Women: 1,Medium: 1,Purple: 1,front
5/5/2024,SHIRT,DE,0,0,1,3.33,Men: 1,Xl: 1,Brown: 1,front
5/5/2024,SHIRT,US,0,0,1,1.19,Men: 1,Large: 1,Black: 1,front
5/4/2024,SHIRT,IT,0,0,1,2.09,Men: 1,2xl: 1,Black: 1,front
5/4/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Large: 1,Olive: 1,front
5/4/2024,SHIRT,US,0,0,1,1.19,Men: 1,Large: 1,Black: 1,front
5/4/2024,HOODIE,US,2,0,2,0,Unisex: 0,Large: 0,Black: 0,front
5/4/2024,PhoneCase,US,0,0,3,6.57,Phone Case Apple Iphone: 3,"11: 1,13: 1,15: 1",Phone Case Apple Iphone: 3,front
5/4/2024,SHIRT,GB,0,0,1,5.49,Kids: 1,10:01,Olive: 1,front
5/4/2024,PhoneCase,DE,0,0,2,4.28,Phone Case Apple Iphone: 2,"12: 1,14: 1",Phone Case Apple Iphone: 2,front
5/4/2024,SHIRT,DE,0,0,2,6.66,"Kids: 1,Men: 1","10: 1,Medium: 1","Royal: 1,Slate: 1",front
5/4/2024,SHIRT,US,0,0,1,3.41,Men: 1,Medium: 1,Asphalt: 1,front
5/4/2024,SHIRT,US,0,0,6,20.46,"Men: 4,Kids: 2","4: 1,10: 1,Xl: 2,Large: 1,Medium: 1","Asphalt: 3,Olive: 1,Purple: 1,White: 1",front
5/4/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"7: 1,15: 1",Phone Case Apple Iphone: 2,front
5/4/2024,HOODIE,US,0,1,0,-3.57,Unisex: 0,Large: 0,Royal: 0,front
5/4/2024,SHIRT,IT,0,0,1,2.09,Men: 1,Large: 1,Navy: 1,front
5/4/2024,SHIRT,US,1,0,1,0,Men: 0,Xl: 0,Black: 0,front
5/4/2024,HOODIE,IT,1,0,1,0,Unisex: 0,Medium: 0,Royal: 0,front
5/4/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
5/4/2024,SHIRT,ES,0,0,2,6.02,Men: 2,"Small: 1,Large: 1","Asphalt: 1,White: 1",front
5/4/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
5/4/2024,SHIRT,IT,0,1,0,-2.09,Men: 0,Small: 0,Baby Blue: 0,front
5/3/2024,SHIRT,US,0,0,2,9.78,"Men: 1,Women: 1","Xl: 1,Medium: 1",Pink: 2,front
5/3/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
5/3/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
5/3/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
5/3/2024,PhoneCase,DE,0,0,2,4.28,Phone Case Apple Iphone: 2,"13: 1,14: 1",Phone Case Apple Iphone: 2,front
5/3/2024,SHIRT,US,0,0,2,6.82,"Women: 1,Men: 1",Medium: 2,"White: 1,Asphalt: 1",front
5/3/2024,PhoneCase,DE,0,1,0,-2.14,Phone Case Apple Iphone: 0,11:00,Phone Case Apple Iphone: 0,front
5/3/2024,HOODIE,US,1,0,2,3.57,Unisex: 1,"Medium: 1,Small: 0",Black: 1,front
5/3/2024,SHIRT,US,0,0,1,3.41,Kids: 1,10:01,White: 1,front
5/3/2024,PhoneCase,US,1,0,1,0,Phone Case Apple Iphone: 0,13:00,Phone Case Apple Iphone: 0,front
5/3/2024,SHIRT,US,0,0,1,3.41,Men: 1,Xl: 1,Black: 1,front
5/3/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
5/3/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Xl: 1,Black: 1,front
5/3/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"14: 1,15: 1",Phone Case Apple Iphone: 2,front
5/3/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
5/3/2024,PhoneCase,US,0,1,1,0,Phone Case Apple Iphone: 1,"12: 1,15: 0",Phone Case Apple Iphone: 1,front
5/3/2024,SHIRT,DE,0,0,1,3.33,Kids: 1,12:01,White: 1,front
5/3/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
5/2/2024,TANK_TOP,US,0,0,1,3.6,Women: 1,Medium: 1,White: 1,front
5/2/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Large: 1,Black: 1,front
5/2/2024,HOODIE,DE,0,0,1,5.03,Unisex: 1,Xl: 1,Navy: 1,front
5/2/2024,PhoneCase,US,0,0,1,3.59,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
5/2/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
5/2/2024,TANK_TOP,US,0,0,1,3.6,Men: 1,Xl: 1,Black: 1,front
5/2/2024,SHIRT,DE,0,1,3,6.66,"Men: 1,Women: 1,Kids: 1","6: 1,Xl: 0,Medium: 1,Small: 1","Asphalt: 1,Red: 1,Slate: 1",front
5/2/2024,SWEATSHIRT,US,0,0,1,0.63,Unisex: 1,Medium: 1,Navy: 1,front
5/2/2024,SHIRT,US,0,0,5,17.05,Men: 5,"Large: 2,Xl: 1,2xl: 1,Medium: 1","Olive: 1,Slate: 1,Asphalt: 3",front
5/2/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,"Xl: 1,Large: 1",Black: 2,front
5/2/2024,PhoneCase,US,0,0,1,3.59,Phone Case Apple Iphone: 1,Xr: 1,Phone Case Apple Iphone: 1,front
5/2/2024,SHIRT,US,0,0,1,3.41,Men: 1,Medium: 1,Brown: 1,front
5/2/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
5/2/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
5/2/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Xl: 1,Black: 1,front
5/2/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
5/2/2024,SHIRT,DE,0,0,1,3.02,Women: 1,Small: 1,Black: 1,front
5/2/2024,HOODIE,US,0,0,1,3.57,Unisex: 1,Large: 1,Royal: 1,front
5/2/2024,SHIRT,IT,0,0,1,3.38,Kids: 1,12:01,Slate: 1,front
5/1/2024,HOODIE,US,0,1,2,5.01,Unisex: 2,"Medium: 0,Large: 2",Black: 2,front
5/1/2024,HOODIE,GB,0,0,1,3.43,Unisex: 1,Medium: 1,Black: 1,back
5/1/2024,SHIRT,US,0,0,1,3.41,Kids: 1,10:01,Black: 1,front
5/1/2024,SHIRT,DE,1,0,4,9.99,"Men: 2,Kids: 1","6: 1,Small: 2","Asphalt: 2,Slate: 1",front
5/1/2024,SHIRT,GB,0,0,1,5.49,Kids: 1,6:01,Black: 1,front
5/1/2024,SHIRT,DE,0,0,1,3.33,Women: 1,Medium: 1,Black: 1,back
5/1/2024,PhoneCase,DE,1,0,1,0,Phone Case Apple Iphone: 0,12:00,Phone Case Apple Iphone: 0,front
5/1/2024,SHIRT,US,1,0,3,6.82,"Kids: 0,Men: 2","8: 0,Xl: 1,Medium: 1","Asphalt: 1,Olive: 1",front
5/1/2024,SHIRT,US,0,0,1,3.41,Men: 1,3xl: 1,Black: 1,front
5/1/2024,HOODIE,US,0,1,0,-3.57,Unisex: 0,Small: 0,Black: 0,front
5/1/2024,PhoneCase,US,1,0,1,0,Phone Case Apple Iphone: 0,13:00,Phone Case Apple Iphone: 0,front
5/1/2024,PhoneCase,US,1,0,2,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
5/1/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Xl: 1,Black: 1,front
5/1/2024,SHIRT,US,0,0,1,3.41,Women: 1,Xl: 1,Pink: 1,front
5/1/2024,SHIRT,US,0,0,1,0.45,Women: 1,2xl: 1,Olive: 1,front
5/1/2024,SHIRT,GB,0,0,1,0.6,Men: 1,Small: 1,White: 1,front
5/1/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
5/1/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
5/1/2024,ZIP_HOODIE,GB,0,1,0,-3.01,Unisex: 0,Large: 0,Black: 0,front
5/1/2024,HOODIE,US,0,1,3,7.14,Unisex: 3,"Small: 1,Medium: 2",Royal: 3,front
5/1/2024,SHIRT,IT,0,0,1,2.09,Men: 1,Small: 1,Black: 1,front
4/30/2024,SHIRT,US,0,0,1,4.89,Women: 1,Xs: 1,Black: 1,front
4/30/2024,SHIRT,US,0,0,1,3.41,Men: 1,Large: 1,Purple: 1,front
4/30/2024,ZIP_HOODIE,US,0,0,1,2.97,Unisex: 1,Xl: 1,Black: 1,front
4/30/2024,SHIRT,GB,0,0,1,5.49,Kids: 1,6:01,Navy: 1,front
4/30/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Medium: 1,Pink: 1,front
4/30/2024,SHIRT,DE,0,1,1,0,Men: 1,"Xl: 0,3xl: 1","White: 0,Asphalt: 1",front
4/30/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
4/30/2024,SHIRT,US,0,1,4,10.23,"Men: 4,Kids: 0","8: 0,Large: 1,3xl: 1,Medium: 1,Xl: 1","Red: 2,Asphalt: 2",front
4/30/2024,PhoneCase,US,1,0,1,0,Phone Case Apple Iphone: 0,15:00,Phone Case Apple Iphone: 0,front
4/30/2024,HOODIE,US,1,0,2,3.57,Unisex: 1,2xl: 1,Black: 1,front
4/30/2024,SHIRT,US,0,0,1,3.41,Women: 1,Medium: 1,Asphalt: 1,front
4/30/2024,SHIRT,US,0,0,2,6.82,"Kids: 1,Men: 1","6: 1,Large: 1","Pink: 1,Baby Blue: 1",front
4/30/2024,PhoneCase,US,1,0,1,0,Phone Case Apple Iphone: 0,13:00,Phone Case Apple Iphone: 0,front
4/30/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Large: 1,Black: 1,front
4/30/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
4/30/2024,PhoneCase,US,1,0,2,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/30/2024,SHIRT,IT,0,0,1,3.38,Men: 1,Medium: 1,Purple: 1,front
4/29/2024,SHIRT,US,0,0,1,3.41,Men: 1,Xl: 1,Black: 1,front
4/29/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/29/2024,SHIRT,US,0,0,4,13.64,"Kids: 1,Men: 3","8: 1,Xl: 1,Small: 1,2xl: 1","Slate: 1,Asphalt: 3",front
4/29/2024,SHIRT,US,0,0,1,3.41,Men: 1,Large: 1,White: 1,front
4/29/2024,SHIRT,US,0,0,4,13.64,Men: 4,"Large: 1,2xl: 1,3xl: 1,Medium: 1","Black: 2,Kelly Green: 1,Brown: 1",front
4/29/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/29/2024,SHIRT,US,0,0,1,0.45,Women: 1,Large: 1,Black: 1,front
4/29/2024,SHIRT,US,0,0,1,3.41,Men: 1,Large: 1,Black: 1,back
4/29/2024,PhoneCase,US,0,0,2,7.18,Phone Case Apple Iphone: 2,13:02,Phone Case Apple Iphone: 2,front
4/29/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Medium: 1,Black: 1,front
4/29/2024,ZIP_HOODIE,US,0,0,1,4.39,Unisex: 1,Xl: 1,Black: 1,front
4/29/2024,ZIP_HOODIE,GB,0,0,1,3.01,Unisex: 1,Large: 1,Black: 1,front
4/29/2024,SHIRT,IT,0,0,1,3.38,Men: 1,Xl: 1,Olive: 1,front
4/28/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"11: 1,14: 1",Phone Case Apple Iphone: 2,front
4/28/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"14: 1,15: 1",Phone Case Apple Iphone: 2,front
4/28/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/28/2024,SHIRT,DE,0,0,1,3.33,Kids: 1,10:01,Olive: 1,front
4/28/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/28/2024,SHIRT,US,0,0,4,13.64,"Men: 3,Women: 1","Medium: 2,Small: 1,Large: 1","Slate: 1,Asphalt: 1,Purple: 1,Pink: 1",front
4/28/2024,PhoneCase,DE,0,0,1,2.14,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/28/2024,SHIRT,US,0,0,1,3.41,Men: 1,Large: 1,Black: 1,front
4/28/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,"Xl: 1,Large: 1",Black: 2,front
4/28/2024,SHIRT,US,0,0,1,3.41,Men: 1,Medium: 1,Kelly Green: 1,front
4/28/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
4/28/2024,PhoneCase,US,0,0,3,6.57,Phone Case Apple Iphone: 3,"11: 1,14: 2",Phone Case Apple Iphone: 3,front
4/28/2024,SHIRT,FR,0,0,1,3.43,Men: 1,Medium: 1,Olive: 1,front
4/27/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/27/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
4/27/2024,SHIRT,GB,0,0,1,3.25,Men: 1,2xl: 1,Black: 1,back
4/27/2024,SHIRT,DE,0,0,4,13.32,"Men: 2,Women: 1,Kids: 1","6: 1,Small: 2,Large: 1","Asphalt: 1,White: 2,Red: 1",front
4/27/2024,SWEATSHIRT,US,0,0,1,0.63,Unisex: 1,Small: 1,Black: 1,front
4/27/2024,SHIRT,US,0,0,2,6.82,Men: 2,"Xl: 1,3xl: 1","Asphalt: 1,Red: 1",front
4/27/2024,SHIRT,US,0,0,1,3.41,Men: 1,Medium: 1,Brown: 1,front
4/27/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,Medium: 2,Black: 2,front
4/27/2024,SHIRT,US,0,0,1,3.41,Men: 1,Medium: 1,Brown: 1,front
4/27/2024,PhoneCase,US,1,0,1,0,Phone Case Apple Iphone: 0,12:00,Phone Case Apple Iphone: 0,front
4/27/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/27/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/27/2024,SHIRT,US,0,0,1,0.45,Men: 1,Xl: 1,Black: 1,front
4/27/2024,SHIRT,DE,0,0,1,3.02,Women: 1,Small: 1,Pink: 1,front
4/27/2024,HOODIE,US,0,0,1,2.13,Unisex: 1,2xl: 1,Black: 1,front
4/26/2024,HOODIE,US,0,0,2,10.02,Unisex: 2,"Medium: 1,Large: 1",Black: 2,front
4/26/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/26/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,7:01,Phone Case Apple Iphone: 1,front
4/26/2024,SHIRT,US,0,0,3,10.23,"Men: 2,Women: 1","Large: 2,3xl: 1",Black: 3,front
4/26/2024,SHIRT,DE,0,0,2,6.66,Men: 2,"Large: 1,Medium: 1","Slate: 1,Asphalt: 1",front
4/26/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Medium: 1,Pink: 1,front
4/26/2024,SWEATSHIRT,US,0,0,1,0.63,Unisex: 1,Large: 1,Black: 1,front
4/26/2024,SHIRT,US,0,0,5,17.05,"Kids: 1,Men: 4","10: 1,Large: 4","Slate: 1,White: 2,Asphalt: 2",front
4/26/2024,HOODIE,US,0,0,1,3.57,Unisex: 1,Medium: 1,Black: 1,front
4/26/2024,SHIRT,US,0,0,2,6.82,"Men: 1,Women: 1","3xl: 1,Small: 1","Kelly Green: 1,Baby Blue: 1",front
4/26/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,Xr: 1,Phone Case Apple Iphone: 1,front
4/26/2024,HOODIE,US,0,1,0,-3.57,Unisex: 0,Medium: 0,Royal: 0,front
4/26/2024,HOODIE,US,0,0,1,2.13,Unisex: 1,Small: 1,Asphalt: 1,front
4/25/2024,HOODIE,US,0,0,1,5.01,Unisex: 1,Medium: 1,Black: 1,front
4/25/2024,SHIRT,GB,0,1,0,-3.25,Men: 0,Large: 0,Asphalt: 0,front
4/25/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
4/25/2024,SWEATSHIRT,IT,0,0,1,3.56,Unisex: 1,2xl: 1,Black: 1,front
4/25/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Medium: 1,Black: 1,back
4/25/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Medium: 1,Purple: 1,front
4/25/2024,PhoneCase,DE,0,0,2,4.28,Phone Case Apple Iphone: 2,"11: 1,12: 1",Phone Case Apple Iphone: 2,front
4/25/2024,SHIRT,US,0,1,0,-3.41,Men: 0,Large: 0,White: 0,front
4/25/2024,PhoneCase,US,0,0,1,3.59,Phone Case Apple Iphone: 1,14:01,Phone Case Apple Iphone: 1,front
4/25/2024,SHIRT,US,0,0,4,13.64,"Men: 3,Kids: 1","10: 1,Small: 3","Asphalt: 3,White: 1",front
4/25/2024,TANK_TOP,US,0,0,1,0.55,Men: 1,Medium: 1,Black: 1,front
4/25/2024,TANK_TOP,US,0,0,1,3.6,Men: 1,Large: 1,White: 1,front
4/25/2024,SHIRT,GB,0,0,1,3.25,Men: 1,Medium: 1,Black: 1,back
4/25/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/25/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"11: 1,13: 1",Phone Case Apple Iphone: 2,front
4/25/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,15:02,Phone Case Apple Iphone: 2,front
4/25/2024,PhoneCase,US,0,0,1,3.59,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
4/25/2024,SHIRT,FR,0,0,1,3.43,Men: 1,Large: 1,Red: 1,front
4/25/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Small: 1,Black: 1,front
4/25/2024,SHIRT,IT,0,0,1,2.09,Men: 1,Small: 1,Baby Blue: 1,front
4/25/2024,SHIRT,IT,0,0,1,3.38,Men: 1,Medium: 1,White: 1,front
4/24/2024,SHIRT,US,0,1,0,-4.89,Women: 0,Medium: 0,Black: 0,front
4/24/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,Xl: 1,Black: 1,front
4/24/2024,SHIRT,US,0,0,1,3.41,Women: 1,Medium: 1,Black: 1,front
4/24/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
4/24/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/24/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/24/2024,PhoneCase,US,1,0,2,2.19,Phone Case Apple Iphone: 1,"14: 1,15: 0",Phone Case Apple Iphone: 1,front
4/24/2024,SHIRT,DE,0,0,1,3.33,Men: 1,Large: 1,Black: 1,front
4/24/2024,SHIRT,DE,0,0,5,16.65,Men: 5,"Xl: 3,Medium: 2","White: 2,Royal: 1,Asphalt: 2",front
4/24/2024,SHIRT,US,0,0,4,13.64,"Men: 3,Kids: 1","4: 1,Medium: 2,2xl: 1","Slate: 1,Olive: 1,Asphalt: 2",front
4/24/2024,TANK_TOP,US,0,0,1,0.55,Women: 1,Xl: 1,Black: 1,front
4/24/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,"Xl: 1,Small: 1",Black: 2,front
4/24/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/24/2024,SHIRT,US,0,0,1,3.41,Men: 1,Xl: 1,Black: 1,front
4/24/2024,SHIRT,DE,0,0,1,3.02,Men: 1,Small: 1,Black: 1,front
4/24/2024,HOODIE,US,0,0,1,3.57,Unisex: 1,Medium: 1,Royal: 1,front
4/23/2024,HOODIE,US,0,0,1,5.01,Unisex: 1,Xl: 1,Black: 1,front
4/23/2024,SHIRT,GB,0,0,3,9.75,Men: 3,"Small: 1,Large: 2","Asphalt: 2,Kelly Green: 1",front
4/23/2024,TANK_TOP,FR,0,0,1,3.47,Women: 1,Large: 1,Black: 1,front
4/23/2024,SHIRT,DE,0,0,2,6.66,"Men: 1,Women: 1","Large: 1,Medium: 1","White: 1,Asphalt: 1",front
4/23/2024,SWEATSHIRT,US,0,0,1,0.63,Unisex: 1,Medium: 1,Black: 1,front
4/23/2024,SHIRT,US,0,0,7,23.87,"Men: 4,Kids: 2,Women: 1","8: 1,12: 1,Large: 2,Medium: 2,Xl: 1","Asphalt: 4,Slate: 1,Red: 1,White: 1",front
4/23/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/23/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,"Xl: 1,Large: 1",Royal: 2,front
4/23/2024,SHIRT,US,0,0,1,3.41,Kids: 1,12:01,Black: 1,front
4/23/2024,SHIRT,US,0,0,1,3.41,Men: 1,Xl: 1,Navy: 1,front
4/23/2024,SHIRT,US,0,0,1,0.45,Men: 1,Medium: 1,Black: 1,front
4/23/2024,SHIRT,US,0,1,0,-3.41,Men: 0,Small: 0,White: 0,back
4/23/2024,PhoneCase,US,1,0,2,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/23/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,12:01,Phone Case Apple Iphone: 1,front
4/23/2024,HOODIE,US,0,1,0,-4.29,Unisex: 0,Large: 0,Black: 0,front
4/23/2024,SWEATSHIRT,US,0,0,1,3.62,Unisex: 1,Large: 1,Navy: 1,front
4/22/2024,SHIRT,US,0,0,2,9.78,Men: 2,"Large: 1,Medium: 1",Black: 2,front
4/22/2024,SHIRT,GB,0,1,0,-3.25,Men: 0,Large: 0,Asphalt: 0,front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/22/2024,SHIRT,US,0,0,2,6.82,Women: 2,Small: 2,Royal: 2,front
4/22/2024,SHIRT,DE,0,0,2,6.66,"Men: 1,Women: 1","Small: 1,Xs: 1","Asphalt: 1,Pink: 1",front
4/22/2024,POP_SOCKET,US,0,0,1,1.96,Popsockets Grip: 1,Popsockets Grip: 1,Black: 1,front
4/22/2024,SHIRT,US,0,1,3,6.82,"Men: 2,Kids: 1","10: 1,Medium: 1,Large: 0,3xl: 1","Slate: 2,White: 0,Asphalt: 1",front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/22/2024,SHIRT,US,0,1,0,-2.67,Men: 0,Small: 0,Black: 0,front
4/22/2024,HOODIE,US,0,0,3,10.71,Unisex: 3,"Small: 2,Large: 1",Black: 3,front
4/22/2024,SHIRT,US,0,0,1,3.41,Men: 1,Large: 1,Pink: 1,front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,13:01,Phone Case Apple Iphone: 1,front
4/22/2024,SHIRT,US,0,0,1,0.45,Men: 1,Xl: 1,Black: 1,front
4/22/2024,PhoneCase,US,0,0,1,2.19,Phone Case Apple Iphone: 1,15:01,Phone Case Apple Iphone: 1,front
4/22/2024,PhoneCase,US,0,1,0,-3.59,Phone Case Apple Iphone: 0,13:00,Phone Case Apple Iphone: 0,front
4/22/2024,HOODIE,DE,0,0,1,3.22,Unisex: 1,Small: 1,Black: 1,back
4/21/2024,SHIRT,GB,0,0,2,6.5,Men: 2,"Medium: 1,Large: 1",Asphalt: 2,front
4/21/2024,SHIRT,FR,0,0,1,2.12,Women: 1,Medium: 1,Black: 1,front
4/21/2024,HOODIE,DE,0,0,1,5.03,Unisex: 1,Medium: 1,Navy: 1,front
4/21/2024,SHIRT,DE,0,0,2,6.66,Men: 2,"Medium: 1,Small: 1","Slate: 1,Royal: 1",front
4/21/2024,SHIRT,DE,0,0,1,3.33,Men: 1,2xl: 1,Olive: 1,front
4/21/2024,SHIRT,US,0,0,4,13.64,Men: 4,"2xl: 1,Large: 2,Medium: 1","Slate: 1,Red: 1,Asphalt: 2",front
4/21/2024,HOODIE,US,0,0,2,7.14,Unisex: 2,"Medium: 1,Large: 1",Black: 2,front
4/21/2024,PhoneCase,US,0,0,1,0.11,Phone Case Apple Iphone: 1,7:01,Phone Case Apple Iphone: 1,front
4/21/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,14:02,Phone Case Apple Iphone: 2,front
4/21/2024,HOODIE,US,0,0,1,4.29,Unisex: 1,2xl: 1,Black: 1,front
4/21/2024,SHIRT,US,0,0,1,0.45,Men: 1,Medium: 1,White: 1,front
4/21/2024,PhoneCase,US,0,0,2,4.38,Phone Case Apple Iphone: 2,"13: 1,14: 1",Phone Case Apple Iphone: 2,front
4/21/2024,PhoneCase,IT,0,0,1,2.21,Phone Case Apple Iphone: 1,11:01,Phone Case Apple Iphone: 1,front
4/21/2024,PhoneCase,US,0,0,4,8.76,Phone Case Apple Iphone: 4,"12: 2,13: 1,14: 1",Phone Case Apple Iphone: 4,front
4/21/2024,SHIRT,FR,0,0,1,3.43,Men: 1,Medium: 1,White: 1,front
